"erv.id","seqnames","start","end","width","hitgen","hitrefseq","scaff.start","scaff.end","score","subgenes"
"pCi187","contig16",2698294,2706549,8256,"MSTS01000063.1","NW_018344014.1",2698294,2706549,617,"5LTR PBS CA Prot RT IN 3LTR"
"pCi188","contig16",2680946,2690377,9432,"MSTS01000063.1","NW_018344014.1",2680946,2690377,643,"5LTR PBS CA NC Prot RT IN TM PPT 3LTR"
"pCi189","contig16",2692721,2697986,5266,"MSTS01000063.1","NW_018344014.1",2692721,2697986,376,"CA NC Prot RT IN TM PPT"
"pCi190","contig16",2701672,2705117,3446,"MSTS01000063.1","NW_018344014.1",2701672,2705117,507,"CA Prot RT IN"
"pCi191","contig16",260462,267590,7129,"MSTS01000063.1","NW_018344014.1",260462,267590,311,"5LTR PBS MA NC RT IN PPT 3LTR"
"pCi192","contig16",34627015,34630726,3712,"MSTS01000065.1","NW_018344016.1",6780556,6784267,669,"RT IN TM PPT"
"pCi193","contig16",36597364,36603719,6356,"MSTS01000065.1","NW_018344016.1",8750905,8757260,741,"5LTR PBS CA NC DU RT IN PPT 3LTR"
"pCi194","contig16",39492248,39500686,8439,"MSTS01000065.1","NW_018344016.1",11645789,11654227,2747,"5LTR PBS MA CA NC DU Prot RT IN SU TM PPT 3LTR"
"pCi195","contig16",55028112,55036354,8243,"MSTS01000066.1","NW_018344017.1",13371335,13379577,571,"5LTR PBS CA Prot RT IN TM 3LTR"
"pCi196","contig16",6153295,6165234,11940,"MSTS01000063.1","NW_018344014.1",6153295,6165234,312,"5LTR PBS CA NC Prot RT IN TM 3LTR"
"pCi197","contig16",68688359,68695620,7262,"MSTS01000068.1","NW_018344019.1",306884,314145,1084,"5LTR PBS CA NC RT IN TM PPT 3LTR"
"pCi198","contig16",73592507,73597185,4679,"MSTS01000068.1","NW_018344019.1",5211032,5215710,444,"CA NC Prot RT IN PPT"
"pCi199","contig16",73616000,73621803,5804,"MSTS01000068.1","NW_018344019.1",5234525,5240328,643,"NC RT IN SU TM PPT"
"pCi200","contig16",75381825,75389834,8010,"MSTS01000068.1","NW_018344019.1",7000350,7008359,317,"5LTR PBS MA CA NC Prot IN TM PPT"
"pCi201","contig16",76197653,76205294,7642,"MSTS01000068.1","NW_018344019.1",7816178,7823819,311,"PBS CA NC IN TM PPT 3LTR"
"pCi202","contig16",79496693,79509468,12776,"MSTS01000068.1","NW_018344019.1",11115218,11127993,303,"5LTR CA Prot RT IN PPT 3LTR"
"pCi203","contig16",80904798,80912076,7279,"MSTS01000068.1","NW_018344019.1",12523323,12530601,532,"5LTR PBS MA CA NC RT IN TM PPT"
"pCi204","contig16",80904798,80911484,6687,"MSTS01000068.1","NW_018344019.1",12523323,12530009,472,"5LTR PBS MA CA NC RT IN 3LTR"
"pCi205","contig16",81904796,81911809,7014,"MSTS01000069.1","NW_018344020.1",298150,305163,376,"5LTR PBS CA IN TM PPT 3LTR"
"pCi206","contig16",81904796,81911809,7014,"MSTS01000069.1","NW_018344020.1",298150,305163,381,"5LTR PBS CA IN TM PPT 3LTR"
"pCi207","contig16",82759793,82766853,7061,"MSTS01000069.1","NW_018344020.1",1153147,1160207,1017,"5LTR PBS MA NC RT IN SU TM PPT 3LTR"
"pCi208","contig16",85425110,85428906,3797,"MSTS01000069.1","NW_018344020.1",3818464,3822260,971,"RT IN TM PPT"
"pCi209","contig16",87062881,87069990,7110,"MSTS01000069.1","NW_018344020.1",5456235,5463344,391,"5LTR PBS MA CA NC RT IN TM PPT 3LTR"
"pCi210","contig16",87497393,87502311,4919,"MSTS01000069.1","NW_018344020.1",5890747,5895665,452,"NC RT IN SU TM PPT"
"pCi211","contig17",15141552,15147420,5869,"MSTS01000071.1","NW_018344022.1",2003220,2009088,301,"5LTR PBS MA CA NC RT IN SU"
"pCi212","contig17",19546843,19550832,3990,"MSTS01000071.1","NW_018344022.1",6408511,6412500,371,"Prot RT IN TM PPT"
"pCi213","contig17",19719452,19726365,6914,"MSTS01000071.1","NW_018344022.1",6581120,6588033,452,"MA CA NC Prot RT IN TM PPT"
"pCi214","contig17",20486517,20498377,11861,"MSTS01000071.1","NW_018344022.1",7348185,7360045,316,"5LTR PBS CA NC RT IN SU TM PPT 3LTR"
"pCi215","contig17",21736427,21743491,7065,"MSTS01000071.1","NW_018344022.1",8598095,8605159,488,"5LTR PBS MA NC RT IN TM 3LTR"
"pCi216","contig17",42196541,42202546,6006,"MSTS01000073.1","NW_018344024.1",2926476,2932481,337,"5LTR PBS MA CA NC RT TM PPT 3LTR"
"pCi217","contig17",42768123,42772366,4244,"MSTS01000073.1","NW_018344024.1",3498058,3502301,564,"5LTR PBS MA CA NC Prot IN 3LTR"
"pCi218","contig17",43463708,43470535,6828,"MSTS01000073.1","NW_018344024.1",4193643,4200470,512,"5LTR PBS MA CA Prot IN PPT 3LTR"
"pCi219","contig17",46743312,46754460,11149,"MSTS01000073.1","NW_018344024.1",7473247,7484395,382,"5LTR CA NC Prot RT IN TM PPT 3LTR"
"pCi220","contig17",5820831,5833262,12432,"MSTS01000070.1","NW_018344021.1",5820831,5833262,302,"5LTR PBS MA CA Prot RT IN TM PPT 3LTR"
"pCi221","contig17",60098781,60105865,7085,"MSTS01000074.1","NW_018344025.1",7821127,7828211,327,"5LTR PBS CA IN TM PPT 3LTR"
"pCi222","contig17",66132028,66139695,7668,"MSTS01000075.1","NW_018344026.1",939918,947585,317,"5LTR PBS CA NC Prot IN TM PPT"
"pCi223","contig17",68593981,68599441,5461,"MSTS01000075.1","NW_018344026.1",3401871,3407331,395,"5LTR PBS CA PPT 3LTR"
"pCi224","contig17",69005807,69013735,7929,"MSTS01000075.1","NW_018344026.1",3813697,3821625,956,"5LTR PBS MA CA NC Prot RT IN TM PPT 3LTR"
"pCi225","contig17",69005807,69013735,7929,"MSTS01000075.1","NW_018344026.1",3813697,3821625,924,"5LTR PBS MA CA NC Prot RT IN TM PPT 3LTR"
"pCi226","contig17",6983431,6987382,3952,"MSTS01000070.1","NW_018344021.1",6983431,6987382,361,"5LTR PBS MA CA NC 3LTR"
"pCi227","contig17",74960161,74969735,9575,"MSTS01000075.1","NW_018344026.1",9768051,9777625,307,"5LTR PBS MA CA NC RT IN TM PPT 3LTR"
"pCi228","contig17",76765503,76772369,6867,"MSTS01000075.1","NW_018344026.1",11573393,11580259,982,"5LTR PBS MA NC RT IN TM PPT 3LTR"
"pCi229","contig17",77491978,77499493,7516,"MSTS01000075.1","NW_018344026.1",12299868,12307383,449,"5LTR PBS NC RT IN TM 3LTR"
"pCi230","contig17",78653326,78656428,3103,"MSTS01000076.1","NW_018344027.1",639297,642399,357,"RT IN TM PPT"
"pCi231","contig17",80412635,80419677,7043,"MSTS01000076.1","NW_018344027.1",2398606,2405648,336,"5LTR PBS MA CA DU SU TM PPT 3LTR"
"pCi232","contig17",80918197,80925276,7080,"MSTS01000076.1","NW_018344027.1",2904168,2911247,422,"5LTR PBS MA CA RT IN SU TM PPT"
"pCi233","contig17",83590633,83599101,8469,"MSTS01000076.1","NW_018344027.1",5576604,5585072,2645,"5LTR PBS MA CA NC DU Prot RT IN SU TM PPT 3LTR"
"pCi234","contig17",83972556,83978568,6013,"MSTS01000076.1","NW_018344027.1",5958527,5964539,303,"CA NC Prot RT IN TM PPT"
"pCi235","contig17",84362515,84370262,7748,"MSTS01000076.1","NW_018344027.1",6348486,6356233,779,"MA CA NC Prot RT IN TM"
"pCi236","contig18",10202984,10211399,8416,"MSTS01000077.1","NW_018344028.1",10202984,10211399,2418,"5LTR PBS MA CA NC DU Prot RT IN SU TM PPT 3LTR"
"pCi237","contig18",10202984,10211399,8416,"MSTS01000077.1","NW_018344028.1",10202984,10211399,2421,"5LTR PBS MA CA NC DU Prot RT IN SU TM PPT 3LTR"
"pCi238","contig18",19266005,19273184,7180,"MSTS01000078.1","NW_018344029.1",6725052,6732231,1296,"5LTR PBS MA NC RT IN SU TM PPT 3LTR"
"pCi239","contig18",20077526,20087986,10461,"MSTS01000078.1","NW_018344029.1",7536573,7547033,375,"5LTR PBS MA CA NC Prot RT IN TM PPT 3LTR"
"pCi240","contig18",35629931,35635656,5726,"MSTS01000079.1","NW_018344030.1",10778660,10784385,364,"5LTR Prot RT IN TM PPT 3LTR"
"pCi241","contig18",38120507,38128943,8437,"MSTS01000080.1","NW_018344031.1",1267997,1276433,2552,"5LTR PBS MA CA NC DU Prot RT IN SU TM PPT 3LTR"
"pCi242","contig18",40754077,40759793,5717,"MSTS01000080.1","NW_018344031.1",3901567,3907283,450,"5LTR PBS MA CA NC RT IN 3LTR"
"pCi243","contig18",48311372,48319384,8013,"MSTS01000080.1","NW_018344031.1",11458862,11466874,606,"5LTR PBS MA NC Prot IN TM PPT 3LTR"
"pCi244","contig18",5190633,5198813,8181,"MSTS01000077.1","NW_018344028.1",5190633,5198813,568,"5LTR PBS CA Prot RT IN TM 3LTR"
"pCi245","contig18",61888779,61894730,5952,"MSTS01000082.1","NW_018344033.1",1088423,1094374,329,"5LTR PBS MA CA NC Prot RT IN PPT 3LTR"
"pCi246","contig18",8959221,8966678,7458,"MSTS01000077.1","NW_018344028.1",8959221,8966678,1039,"5LTR PBS MA NC RT IN TM PPT 3LTR"
"pCi247","contig18",9124722,9135317,10596,"MSTS01000077.1","NW_018344028.1",9124722,9135317,398,"5LTR PBS CA Prot RT IN TM PPT 3LTR"
"pCi248","contig18",9563847,9571304,7458,"MSTS01000077.1","NW_018344028.1",9563847,9571304,1045,"5LTR PBS NC RT IN SU TM PPT 3LTR"
"pCi249","contig18",9791366,9798055,6690,"MSTS01000077.1","NW_018344028.1",9791366,9798055,1141,"5LTR PBS MA CA NC RT IN TM PPT 3LTR"
"pCi250","contig19",1078941,1084952,6012,"MSTS01000085.1","NW_018344036.1",1078941,1084952,307,"5LTR Prot RT IN TM 3LTR"
"pCi251","contig19",13749636,13754176,4541,"MSTS01000086.1","NW_018344037.1",2161808,2166348,348,"5LTR PBS CA NC RT 3LTR"
"pCi252","contig19",15000997,15004507,3511,"MSTS01000086.1","NW_018344037.1",3413169,3416679,1008,"CA Prot RT IN"
"pCi253","contig19",14973306,14979669,6364,"MSTS01000086.1","NW_018344037.1",3385478,3391841,737,"PBS NC Prot RT IN TM PPT"
"pCi254","contig19",15000997,15004507,3511,"MSTS01000086.1","NW_018344037.1",3413169,3416679,1012,"CA Prot RT IN"
"pCi255","contig19",25924445,25934105,9661,"MSTS01000087.1","NW_018344038.1",2800454,2810114,307,"5LTR PBS IN SU TM PPT 3LTR"
"pCi256","contig19",28202917,28209293,6377,"MSTS01000087.1","NW_018344038.1",5078926,5085302,969,"5LTR PBS MA CA NC DU Prot IN 3LTR"
"pCi257","contig19",28202917,28209293,6377,"MSTS01000087.1","NW_018344038.1",5078926,5085302,923,"5LTR PBS MA CA NC DU Prot IN SU TM PPT 3LTR"
"pCi258","contig19",30026390,30035610,9221,"MSTS01000087.1","NW_018344038.1",6902399,6911619,310,"5LTR PBS MA CA Prot IN TM PPT 3LTR"
"pCi259","contig19",30219007,30226478,7472,"MSTS01000087.1","NW_018344038.1",7095016,7102487,850,"5LTR PBS MA CA NC RT IN SU TM PPT 3LTR"
"pCi260","contig19",31205446,31211470,6025,"MSTS01000087.1","NW_018344038.1",8081455,8087479,366,"5LTR PBS MA CA NC Prot IN PPT 3LTR"
"pCi261","contig19",31400578,31406704,6127,"MSTS01000087.1","NW_018344038.1",8276587,8282713,516,"5LTR PBS CA NC DU RT IN 3LTR"
"pCi262","contig19",31400578,31406704,6127,"MSTS01000087.1","NW_018344038.1",8276587,8282713,522,"5LTR PBS CA NC DU RT IN 3LTR"
"pCi263","contig19",31525916,31531924,6009,"MSTS01000087.1","NW_018344038.1",8401925,8407933,1396,"5LTR PBS CA Prot RT IN 3LTR"
"pCi264","contig19",32263453,32271229,7777,"MSTS01000087.1","NW_018344038.1",9139462,9147238,493,"5LTR PBS MA CA IN TM PPT 3LTR"
"pCi265","contig19",33395276,33401276,6001,"MSTS01000087.1","NW_018344038.1",10271285,10277285,1267,"5LTR PBS CA Prot RT IN 3LTR"
"pCi266","contig19",33429793,33438307,8515,"MSTS01000087.1","NW_018344038.1",10305802,10314316,311,"5LTR PBS CA IN TM PPT"
"pCi267","contig19",41673437,41686703,13267,"MSTS01000088.1","NW_018344039.1",7017852,7031118,348,"CA NC Prot IN TM PPT 3LTR"
"pCi268","contig19",43318723,43325880,7158,"MSTS01000088.1","NW_018344039.1",8663138,8670295,328,"5LTR PBS MA CA DU IN TM PPT 3LTR"
"pCi269","contig19",51273692,51280276,6585,"MSTS01000089.1","NW_018344040.1",5218302,5224886,1230,"5LTR PBS MA CA NC RT IN TM PPT 3LTR"
"pCi270","contig19",5232965,5241393,8429,"MSTS01000085.1","NW_018344036.1",5232965,5241393,2288,"5LTR PBS MA CA NC DU Prot RT IN SU TM PPT 3LTR"
"pCi271","contig19",60517866,60525248,7383,"MSTS01000090.1","NW_018344041.1",3227098,3234480,341,"5LTR PBS MA CA DU IN SU TM PPT 3LTR"
"pCi272","contig19",6504410,6515127,10718,"MSTS01000085.1","NW_018344036.1",6504410,6515127,371,"5LTR MA CA NC Prot IN TM PPT 3LTR"
"pCi273","contig19",72799127,72807595,8469,"MSTS01000091.1","NW_018344042.1",4319930,4328398,2778,"5LTR PBS MA CA NC DU Prot RT IN SU TM PPT 3LTR"
"pCi274","contig19",72800730,72807273,6544,"MSTS01000091.1","NW_018344042.1",4321533,4328076,2309,"CA NC DU Prot RT IN SU TM PPT"
"pCi275","contig19",76366350,76370123,3774,"MSTS01000091.1","NW_018344042.1",7887153,7890926,864,"RT IN SU TM PPT"
"pCi276","contig19",84931644,84937495,5852,"MSTS01000092.1","NW_018344043.1",5355065,5360916,480,"5LTR PBS MA CA NC Prot RT IN 3LTR"
"pCi277","contig19",85713637,85719434,5798,"MSTS01000092.1","NW_018344043.1",6137058,6142855,408,"5LTR PBS CA NC RT IN PPT"
"pCi278","contig19",9561576,9574718,13143,"MSTS01000085.1","NW_018344036.1",9561576,9574718,338,"5LTR PBS MA CA NC RT IN TM PPT 3LTR"
"pCi279","contig2",10620676,10628667,7992,"MSTS01000003.1","NW_018343954.1",10620676,10628667,1797,"5LTR PBS CA NC Prot RT IN TM PPT 3LTR"
"pCi280","contig2",16497454,16500884,3431,"MSTS01000003.1","NW_018343954.1",16497454,16500884,318,"Prot RT IN"
"pCi281","contig2",21508215,21514969,6755,"MSTS01000003.1","NW_018343954.1",21508215,21514969,360,"5LTR PBS RT IN SU TM 3LTR"
"pCi282","contig2",21508215,21514969,6755,"MSTS01000003.1","NW_018343954.1",21508215,21514969,369,"5LTR PBS RT IN TM 3LTR"
"pCi283","contig2",22618539,22626614,8076,"MSTS01000003.1","NW_018343954.1",22618539,22626614,841,"PBS CA NC RT IN TM PPT"
"pCi284","contig2",24180544,24188595,8052,"MSTS01000003.1","NW_018343954.1",24180544,24188595,1701,"5LTR MA CA NC Prot RT IN SU TM PPT 3LTR"
"pCi285","contig2",24415305,24420308,5004,"MSTS01000003.1","NW_018343954.1",24415305,24420308,353,"5LTR PBS CA NC Prot RT IN TM 3LTR"
"pCi286","contig2",25631111,25636896,5786,"MSTS01000003.1","NW_018343954.1",25631111,25636896,531,"5LTR PBS MA CA NC Prot RT IN 3LTR"
"pCi287","contig2",26288890,26301649,12760,"MSTS01000003.1","NW_018343954.1",26288890,26301649,313,"5LTR PBS CA NC RT IN SU PPT 3LTR"
"pCi288","contig2",2920022,2927240,7219,"MSTS01000003.1","NW_018343954.1",2920022,2927240,665,"5LTR PBS MA CA Prot RT IN TM 3LTR"
"pCi289","contig2",30032127,30038130,6004,"MSTS01000003.1","NW_018343954.1",30032127,30038130,336,"5LTR PBS RT IN TM 3LTR"
"pCi290","contig2",37660218,37676339,16122,"MSTS01000003.1","NW_018343954.1",37660218,37676339,310,"5LTR PBS MA NC RT IN TM PPT 3LTR"
"pCi291","contig2",44601738,44605454,3717,"MSTS01000004.1","NW_018343955.1",6344801,6348517,351,"5LTR PBS CA PPT 3LTR"
"pCi292","contig2",52223087,52229733,6647,"MSTS01000004.1","NW_018343955.1",13966150,13972796,393,"PBS MA CA NC Prot RT IN TM PPT"
"pCi293","contig2",56124874,56132322,7449,"MSTS01000004.1","NW_018343955.1",17867937,17875385,946,"5LTR PBS MA NC RT IN TM PPT 3LTR"
"pCi294","contig2",56891376,56898851,7476,"MSTS01000004.1","NW_018343955.1",18634439,18641914,609,"5LTR PBS CA Prot RT IN TM PPT 3LTR"
"pCi295","contig2",57414105,57423656,9552,"MSTS01000004.1","NW_018343955.1",19157168,19166719,1015,"MA NC RT IN SU TM PPT 3LTR"
"pCi296","contig2",5883443,5889164,5722,"MSTS01000003.1","NW_018343954.1",5883443,5889164,316,"5LTR PBS RT IN TM PPT 3LTR"
"pCi297","contig2",59014859,59022232,7374,"MSTS01000004.1","NW_018343955.1",20757922,20765295,878,"5LTR PBS MA NC RT IN SU TM PPT 3LTR"
"pCi298","contig20",15003298,15010353,7056,"MSTS01000094.1","NW_018344045.1",3958437,3965492,964,"5LTR PBS RT IN TM PPT 3LTR"
"pCi299","contig20",15003298,15010353,7056,"MSTS01000094.1","NW_018344045.1",3958437,3965492,968,"5LTR PBS RT IN TM PPT 3LTR"
"pCi300","contig20",16692095,16697430,5336,"MSTS01000094.1","NW_018344045.1",5647234,5652569,456,"5LTR MA CA IN TM PPT 3LTR"
"pCi301","contig20",21060859,21068677,7819,"MSTS01000094.1","NW_018344045.1",10015998,10023816,1982,"5LTR PBS CA NC DU Prot RT IN TM PPT 3LTR"
"pCi302","contig20",23601377,23609847,8471,"MSTS01000095.1","NW_018344046.1",1636918,1645388,2782,"5LTR PBS MA CA NC DU Prot RT IN SU TM PPT 3LTR"
"pCi303","contig20",23601377,23609847,8471,"MSTS01000095.1","NW_018344046.1",1636918,1645388,2800,"5LTR PBS MA CA NC DU Prot RT IN SU TM PPT 3LTR"
"pCi304","contig20",269855,279586,9732,"MSTS01000093.1","NW_018344044.1",269855,279586,522,"5LTR PBS MA NC RT IN TM 3LTR"
"pCi305","contig20",31134601,31143097,8497,"MSTS01000095.1","NW_018344046.1",9170142,9178638,468,"5LTR PBS MA CA NC Prot RT IN TM PPT"
"pCi306","contig20",34039695,34045074,5380,"MSTS01000096.1","NW_018344047.1",1179781,1185160,831,"PBS MA CA Prot RT IN SU"
"pCi307","contig20",36239722,36252065,12344,"MSTS01000096.1","NW_018344047.1",3379808,3392151,314,"5LTR CA NC RT IN SU TM PPT 3LTR"
"pCi308","contig20",333305,343561,10257,"MSTS01000093.1","NW_018344044.1",333305,343561,396,"5LTR PBS MA CA NC Prot IN TM PPT 3LTR"
"pCi309","contig20",54786506,54796374,9869,"MSTS01000098.1","NW_018344049.1",188872,198740,304,"5LTR PBS MA CA Prot IN PPT 3LTR"
"pCi310","contig20",56503786,56512344,8559,"MSTS01000098.1","NW_018344049.1",1906152,1914710,504,"5LTR PBS MA CA NC RT IN TM PPT 3LTR"
"pCi311","contig20",64821310,64828802,7493,"MSTS01000098.1","NW_018344049.1",10223676,10231168,314,"5LTR PBS CA IN PPT 3LTR"
"pCi312","contig20",64918413,64925503,7091,"MSTS01000098.1","NW_018344049.1",10320779,10327869,561,"5LTR PBS NC RT IN PPT 3LTR"
"pCi313","contig20",67465703,67473182,7480,"MSTS01000099.1","NW_018344050.1",2123293,2130772,346,"5LTR PBS CA TM PPT 3LTR"
"pCi314","contig20",69908325,69913646,5322,"MSTS01000099.1","NW_018344050.1",4565915,4571236,373,"MA NC RT IN SU"
"pCi315","contig20",69908325,69913646,5322,"MSTS01000099.1","NW_018344050.1",4565915,4571236,352,"MA NC RT IN SU"
"pCi316","contig20",74765692,74772143,6452,"MSTS01000099.1","NW_018344050.1",9423282,9429733,510,"5LTR PBS MA NC RT SU 3LTR"
"pCi317","contig20",85078766,85091475,12710,"MSTS01000100.1","NW_018344051.1",9019904,9032613,341,"5LTR PBS MA NC RT IN TM PPT 3LTR"
"pCi318","contig20",90370150,90377702,7553,"MSTS01000101.1","NW_018344052.1",3642815,3650367,909,"5LTR PBS NC RT IN TM PPT 3LTR"
"pCi319","contig20",90616047,90623876,7830,"MSTS01000101.1","NW_018344052.1",3888712,3896541,2213,"5LTR PBS MA CA NC DU Prot RT IN TM PPT 3LTR"
"pCi320","contig20",90777015,90784609,7595,"MSTS01000101.1","NW_018344052.1",4049680,4057274,2350,"5LTR PBS CA NC DU Prot RT IN TM PPT 3LTR"
"pCi321","contig20",91196270,91204154,7885,"MSTS01000101.1","NW_018344052.1",4468935,4476819,2056,"5LTR PBS CA NC DU Prot RT IN TM PPT 3LTR"
"pCi322","contig20",91200368,91202561,2194,"MSTS01000101.1","NW_018344052.1",4473033,4475226,1408,"CA NC DU Prot RT"
"pCi323","contig20",91595960,91603874,7915,"MSTS01000101.1","NW_018344052.1",4868625,4876539,347,"MA NC RT IN PPT 3LTR"
"pCi324","contig20",92646869,92654790,7922,"MSTS01000101.1","NW_018344052.1",5919534,5927455,409,"5LTR PBS MA NC IN TM PPT 3LTR"
"pCi325","contig20",93278365,93285862,7498,"MSTS01000101.1","NW_018344052.1",6551030,6558527,1459,"5LTR PBS CA NC Prot RT IN TM 3LTR"
"pCi326","contig20",93882333,93895009,12677,"MSTS01000101.1","NW_018344052.1",7154998,7167674,310,"5LTR CA Prot IN TM PPT 3LTR"
"pCi327","contig20",94246307,94256038,9732,"MSTS01000101.1","NW_018344052.1",7518972,7528703,609,"5LTR PBS NC Prot RT IN TM PPT 3LTR"
"pCi328","contig20",94954232,94961341,7110,"MSTS01000101.1","NW_018344052.1",8226897,8234006,390,"5LTR PBS CA NC RT IN TM PPT"
"pCi329","contig20",95080762,95086981,6220,"MSTS01000101.1","NW_018344052.1",8353427,8359646,389,"5LTR PBS MA CA NC RT IN TM 3LTR"
"pCi330","contig20",95892629,95899051,6423,"MSTS01000101.1","NW_018344052.1",9165294,9171716,341,"5LTR PBS RT IN TM PPT 3LTR"
"pCi331","contig20",95935056,95942890,7835,"MSTS01000101.1","NW_018344052.1",9207721,9215555,563,"5LTR PBS MA NC Prot IN TM PPT 3LTR"
"pCi332","contig21",10102213,10110119,7907,"MSTS01000102.1","NW_018344053.1",10102213,10110119,315,"5LTR PBS CA NC Prot IN PPT 3LTR"
"pCi333","contig21",10102213,10110119,7907,"MSTS01000102.1","NW_018344053.1",10102213,10110119,323,"5LTR PBS CA Prot IN PPT 3LTR"
"pCi334","contig21",13416672,13427229,10558,"MSTS01000103.1","NW_018344054.1",2806042,2816599,313,"5LTR PBS MA CA Prot IN TM PPT 3LTR"
"pCi335","contig21",14554013,14560424,6412,"MSTS01000103.1","NW_018344054.1",3943383,3949794,647,"5LTR PBS CA Prot IN TM PPT 3LTR"
"pCi336","contig21",16181554,16190045,8492,"MSTS01000103.1","NW_018344054.1",5570924,5579415,449,"5LTR PBS CA NC Prot RT IN TM PPT 3LTR"
"pCi337","contig21",20323421,20330321,6901,"MSTS01000103.1","NW_018344054.1",9712791,9719691,397,"5LTR PBS IN TM PPT 3LTR"
"pCi338","contig21",23727970,23735233,7264,"MSTS01000104.1","NW_018344055.1",2533117,2540380,333,"PBS MA CA NC RT IN TM PPT"
"pCi339","contig21",23834611,23840497,5887,"MSTS01000104.1","NW_018344055.1",2639758,2645644,320,"5LTR PBS MA CA NC RT IN"
"pCi340","contig21",24025661,24037480,11820,"MSTS01000104.1","NW_018344055.1",2830808,2842627,1054,"5LTR NC RT IN TM PPT 3LTR"
"pCi341","contig21",27547255,27553622,6368,"MSTS01000104.1","NW_018344055.1",6352402,6358769,314,"PBS MA CA NC Prot RT IN TM PPT"
"pCi342","contig21",28811557,28818320,6764,"MSTS01000104.1","NW_018344055.1",7616704,7623467,456,"5LTR PBS NC RT IN TM 3LTR"
"pCi343","contig21",30187537,30195395,7859,"MSTS01000104.1","NW_018344055.1",8992684,9000542,675,"5LTR PBS MA CA NC Prot RT IN TM PPT 3LTR"
"pCi344","contig21",33743363,33751186,7824,"MSTS01000105.1","NW_018344056.1",2293533,2301356,670,"5LTR PBS CA NC Prot RT IN TM PPT 3LTR"
"pCi345","contig21",33758333,33763348,5016,"MSTS01000105.1","NW_018344056.1",2308503,2313518,524,"5LTR PBS CA NC Prot RT IN 3LTR"
"pCi346","contig21",36033905,36041190,7286,"MSTS01000105.1","NW_018344056.1",4584075,4591360,460,"CA Prot RT IN TM 3LTR"
"pCi347","contig21",36285834,36295995,10162,"MSTS01000105.1","NW_018344056.1",4836004,4846165,314,"5LTR CA Prot DL IN PPT 3LTR"
"pCi348","contig21",37875730,37881224,5495,"MSTS01000105.1","NW_018344056.1",6425900,6431394,425,"5LTR PBS MA CA NC RT IN 3LTR"
"pCi349","contig21",41578762,41586735,7974,"MSTS01000106.1","NW_018344057.1",2307,10280,432,"5LTR PBS NC Prot IN TM 3LTR"
"pCi350","contig21",41906591,41912372,5782,"MSTS01000106.1","NW_018344057.1",330136,335917,338,"RT IN TM PPT"
"pCi351","contig21",41897267,41903627,6361,"MSTS01000106.1","NW_018344057.1",320812,327172,305,"5LTR PBS CA Prot IN TM 3LTR"
"pCi352","contig21",41907555,41918572,11018,"MSTS01000106.1","NW_018344057.1",331100,342117,377,"5LTR PBS NC RT IN TM"
"pCi353","contig21",42334956,42347016,12061,"MSTS01000106.1","NW_018344057.1",758501,770561,363,"5LTR PBS MA CA NC RT IN TM PPT 3LTR"
"pCi354","contig21",43225448,43230019,4572,"MSTS01000106.1","NW_018344057.1",1648993,1653564,376,"5LTR PBS MA CA NC RT IN 3LTR"
"pCi355","contig21",43686508,43694464,7957,"MSTS01000106.1","NW_018344057.1",2110053,2118009,1470,"5LTR PBS MA CA NC Prot RT IN SU TM PPT 3LTR"
"pCi356","contig21",44179201,44184767,5567,"MSTS01000106.1","NW_018344057.1",2602746,2608312,554,"NC Prot RT IN TM PPT"
"pCi357","contig21",44162816,44172888,10073,"MSTS01000106.1","NW_018344057.1",2586361,2596433,351,"5LTR CA NC RT IN TM PPT 3LTR"
"pCi358","contig21",46955567,46962459,6893,"MSTS01000106.1","NW_018344057.1",5379112,5386004,514,"5LTR PBS CA NC RT IN TM PPT 3LTR"
"pCi359","contig21",47956412,47965237,8826,"MSTS01000106.1","NW_018344057.1",6379957,6388782,432,"5LTR PBS MA CA NC Prot IN TM PPT 3LTR"
"pCi360","contig21",48704971,48709694,4724,"MSTS01000106.1","NW_018344057.1",7128516,7133239,303,"5LTR PBS CA Prot RT IN 3LTR"
"pCi361","contig21",51329383,51337782,8400,"MSTS01000106.1","NW_018344057.1",9752928,9761327,616,"5LTR PBS MA NC Prot RT IN TM PPT 3LTR"
"pCi362","contig21",60887477,60890542,3066,"MSTS01000107.1","NW_018344058.1",9348337,9351402,359,"RT IN TM PPT"
"pCi363","contig21",62445272,62453216,7945,"MSTS01000108.1","NW_018344059.1",954567,962511,345,"5LTR MA NC Prot IN TM PPT 3LTR"
"pCi364","contig21",62530696,62539098,8403,"MSTS01000108.1","NW_018344059.1",1039991,1048393,448,"5LTR CA NC Prot IN TM PPT 3LTR"
"pCi365","contig21",70055572,70062586,7015,"MSTS01000108.1","NW_018344059.1",8564867,8571881,1772,"5LTR PBS MA CA NC Prot RT IN TM PPT"
"pCi366","contig21",73287715,73296177,8463,"MSTS01000109.1","NW_018344060.1",1883262,1891724,2656,"5LTR PBS MA CA NC DU Prot RT IN SU TM PPT 3LTR"
"pCi367","contig21",74719673,74732172,12500,"MSTS01000109.1","NW_018344060.1",3315220,3327719,309,"5LTR PBS CA NC Prot IN TM PPT 3LTR"
"pCi368","contig21",75865019,75870024,5006,"MSTS01000109.1","NW_018344060.1",4460566,4465571,540,"5LTR PBS MA CA NC RT IN 3LTR"
